Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Note
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/pc/d","2452",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2011","2011","kcal/pc/d","2452",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2012","2012","kcal/pc/d","2448",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2013","2013","kcal/pc/d","2445",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/pc/d","2442",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/pc/d","2436",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2016","2016","kcal/pc/d","2430",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2017","2017","kcal/pc/d","2425",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/pc/d","2421",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2019","2019","kcal/pc/d","2418",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/pc/d","2417",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2010","2010","No","0.22",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2011","2011","No","0.21",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2012","2012","No","0.21",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2013","2013","No","0.21",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2014","2014","No","0.21",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2015","2015","No","0.21",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2016","2016","No","0.2",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2017","2017","No","0.2",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2018","2018","No","0.2",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2019","2019","No","0.2",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2020","2020","No","0.21",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2010","2010","%","2.37",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2011","2011","%","2.45",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2012","2012","%","2.55",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2013","2013","%","2.56",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2014","2014","%","2.56",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2015","2015","%","2.56",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2016","2016","%","2.56",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2017","2017","%","2.56",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","2.56",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2019","2019","%","2.56",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2020","2020","%","2.56",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20092011","2009-2011","g/pc/d","87.1",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20102012","2010-2012","g/pc/d","93.6",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20112013","2011-2013","g/pc/d","97.5",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20122014","2012-2014","g/pc/d","99.3",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20132015","2013-2015","g/pc/d","99.5",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20142016","2014-2016","g/pc/d","98.3",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20152017","2015-2017","g/pc/d","98.5",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20162018","2016-2018","g/pc/d","99.1",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/pc/d","100.6",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20182020","2018-2020","g/pc/d","100.2",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","123",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","123",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","124",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","124",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","124",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","125",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","127",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","129",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","132",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","135",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","138",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20092011","2009-2011","%","62",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20102012","2010-2012","%","60",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20112013","2011-2013","%","60",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20122014","2012-2014","%","58",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20132015","2013-2015","%","58",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20142016","2014-2016","%","57",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20152017","2015-2017","%","56",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20162018","2016-2018","%","55",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20172019","2017-2019","%","55",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20182020","2018-2020","%","54",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/pc/d","90.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/pc/d","91.3",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/pc/d","91.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/pc/d","91.3",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/pc/d","91.3",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/pc/d","91",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/pc/d","91.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20162018","2016-2018","g/pc/d","92.3",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/pc/d","94",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20182020","2018-2020","g/pc/d","95.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/pc/d","28",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20102012","2010-2012","g/pc/d","30",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20112013","2011-2013","g/pc/d","30.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20122014","2012-2014","g/pc/d","31.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20132015","2013-2015","g/pc/d","32",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20142016","2014-2016","g/pc/d","32.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/pc/d","33",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20162018","2016-2018","g/pc/d","33.3",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/pc/d","33.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20182020","2018-2020","g/pc/d","34",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2010","2010","km","2.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2011","2011","km","2.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2012","2012","km","2.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2013","2013","km","2.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2014","2014","km","2.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2015","2015","km","2.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2016","2016","km","2.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2017","2017","km","2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2018","2018","km","2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2019","2019","km","2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2020","2020","km","2.6",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2010","2010","I$","14082.2",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2011","2011","I$","13913.8",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2012","2012","I$","14027.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2013","2013","I$","14651.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2014","2014","I$","14867.9",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2015","2015","I$","14852.6",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2016","2016","I$","14232.2",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2017","2017","I$","14121.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","I$","14209.6",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2019","2019","I$","14442",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","13726.8",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","<0.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","5.9","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","7.7","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","8.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","9.6","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","8.8","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","9.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","5.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","7.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","8.5","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","9.7","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","8.8","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","9.4","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","6.2","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","7.8","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","8.6","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","9.6","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","8.9","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","9.6","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","",""
